country,year,rural_pop_pct,gini_reported,q1,q2,q3,q4,q5,pop_gdp,population count,rural_pop,urban_pop,staple_demand,region_un,oecd_member,incomegroup,Area Code,Item Code,Item,Unit,Y2017,Y2021
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7008,Cost of animal source foods,PPP dollar per person per day,0.95,1.18
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.35,0.44
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7010,Cost of vegetables,PPP dollar per person per day,0.71,0.77
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7011,Cost of fruits,PPP dollar per person per day,0.64,0.78
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7012,Cost of oils and fats,PPP dollar per person per day,0.15,0.15
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7005,Percentage of the population unable to afford a healthy diet (percent),%,23.9,19.0
North Macedonia,2017,42.252,32.4,6.0,12.8,18.3,24.5,38.3,13140.0,2081996.0,879684.9,1202311.0,0.0,Europe,Non-OECD,Upper middle income,154,7006,Number of people unable to afford a healthy diet (million),million No,0.5,0.4
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.32,3.63
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7007,Cost of starchy staples,PPP dollar per person per day,0.57,0.62
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7008,Cost of animal source foods,PPP dollar per person per day,0.69,0.87
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.26,0.35
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7010,Cost of vegetables,PPP dollar per person per day,1.12,0.93
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7011,Cost of fruits,PPP dollar per person per day,0.62,0.79
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.09
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7005,Percentage of the population unable to afford a healthy diet (percent),%,1.9,1.7
Norway,2017,18.129,26.15,9.004999999999999,7.45,9.15,11.2,35.295,64728.0,5296324.0,960170.6,4336153.0,1.020158466,Europe,OECD,High income,162,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.1
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.99,4.42
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7007,Cost of starchy staples,PPP dollar per person per day,0.69,0.76
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7008,Cost of animal source foods,PPP dollar per person per day,1.11,1.22
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.31,0.38
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7010,Cost of vegetables,PPP dollar per person per day,1.3,1.12
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7011,Cost of fruits,PPP dollar per person per day,0.65,0.75
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7012,Cost of oils and fats,PPP dollar per person per day,0.17,0.2
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7005,Percentage of the population unable to afford a healthy diet (percent),%,42.3,45.1
Panama,2017,32.635,49.575,3.5175,8.2025,13.3875,21.0075,53.9075,22244.0,4106764.0,1340242.4,2766522.0,1.542564815,Americas,Non-OECD,High income,166,7006,Number of people unable to afford a healthy diet (million),million No,1.7,2.0
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.68,4.15
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7007,Cost of starchy staples,PPP dollar per person per day,0.47,0.45
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7008,Cost of animal source foods,PPP dollar per person per day,0.81,0.84
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.83,0.96
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7010,Cost of vegetables,PPP dollar per person per day,0.72,1.02
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7011,Cost of fruits,PPP dollar per person per day,0.45,0.74
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7012,Cost of oils and fats,PPP dollar per person per day,0.14,0.14
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7005,Percentage of the population unable to afford a healthy diet (percent),%,24.0,24.6
Paraguay,2017,38.7,48.754999999999995,4.62,8.6325,12.9825,19.8325,53.932500000000005,11838.5,6839177.5,2646761.65,4192416.0,0.0,Americas,Non-OECD,Upper middle income,169,7006,Number of people unable to afford a healthy diet (million),million No,1.5,1.6
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.28,3.55
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7007,Cost of starchy staples,PPP dollar per person per day,0.59,0.63
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7008,Cost of animal source foods,PPP dollar per person per day,0.9,1.04
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.35,0.47
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7010,Cost of vegetables,PPP dollar per person per day,0.55,0.61
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7011,Cost of fruits,PPP dollar per person per day,0.57,0.62
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7012,Cost of oils and fats,PPP dollar per person per day,0.12,0.18
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7005,Percentage of the population unable to afford a healthy diet (percent),%,33.5,33.9
Peru,2017,22.28,43.2125,4.7475000000000005,9.755,14.925,22.245,48.325,12518.0,31444298.0,7005789.6,24438508.0,1.405404007,Americas,Non-OECD,Upper middle income,170,7006,Number of people unable to afford a healthy diet (million),million No,10.6,11.4
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.95,3.43
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7007,Cost of starchy staples,PPP dollar per person per day,0.32,0.4
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7008,Cost of animal source foods,PPP dollar per person per day,0.58,0.8
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.38,0.42
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7010,Cost of vegetables,PPP dollar per person per day,0.89,1.05
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7011,Cost of fruits,PPP dollar per person per day,0.65,0.65
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7012,Cost of oils and fats,PPP dollar per person per day,0.09,0.11
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7005,Percentage of the population unable to afford a healthy diet (percent),%,17.2,8.0
Poland,2017,39.895,29.2,8.3,13.8,17.6,22.5,37.9,27362.0,37953176.0,15141419.6,22811756.0,1.312503949,Europe,OECD,High income,173,7006,Number of people unable to afford a healthy diet (million),million No,6.6,3.1
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.64,2.99
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7007,Cost of starchy staples,PPP dollar per person per day,0.27,0.35
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7008,Cost of animal source foods,PPP dollar per person per day,0.58,0.74
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.28,0.36
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7010,Cost of vegetables,PPP dollar per person per day,0.62,0.82
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7011,Cost of fruits,PPP dollar per person per day,0.69,0.62
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7012,Cost of oils and fats,PPP dollar per person per day,0.08,0.11
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7005,Percentage of the population unable to afford a healthy diet (percent),%,18.9,13.1
Portugal,2017,35.348,33.5,7.2,12.7,16.8,22.3,41.1,28067.0,10288527.0,3636788.5,6651738.0,1.199007769,Europe,OECD,High income,174,7006,Number of people unable to afford a healthy diet (million),million No,1.9,1.3
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.79,3.24
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7007,Cost of starchy staples,PPP dollar per person per day,0.36,0.44
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7008,Cost of animal source foods,PPP dollar per person per day,0.95,1.02
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.35,0.42
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7010,Cost of vegetables,PPP dollar per person per day,0.5,0.53
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7011,Cost of fruits,PPP dollar per person per day,0.7,0.72
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.11
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7005,Percentage of the population unable to afford a healthy diet (percent),%,52.4,59.7
Romania,2017,46.064,33.1,6.0,12.6,18.0,24.6,38.8,23362.0,19653966.0,9053402.9,10600563.0,0.0,Europe,Non-OECD,Upper middle income,183,7006,Number of people unable to afford a healthy diet (million),million No,10.3,11.5
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.09,3.22
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7007,Cost of starchy staples,PPP dollar per person per day,0.58,0.62
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7008,Cost of animal source foods,PPP dollar per person per day,0.92,1.43
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.14,0.22
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7010,Cost of vegetables,PPP dollar per person per day,0.3,0.32
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7011,Cost of fruits,PPP dollar per person per day,0.48,0.4
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7012,Cost of oils and fats,PPP dollar per person per day,0.19,0.23
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7005,Percentage of the population unable to afford a healthy diet (percent),%,80.1,74.6
Rwanda,2017,82.875,43.71,6.02,9.81,13.56,19.78,50.82,1893.0,11980960.0,9929220.6,2051739.0,0.0,Africa,Non-OECD,Low income,184,7006,Number of people unable to afford a healthy diet (million),million No,9.8,10.0
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,3.56,3.99
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7007,Cost of starchy staples,PPP dollar per person per day,0.57,0.69
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7008,Cost of animal source foods,PPP dollar per person per day,1.0,0.98
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.61,0.59
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7010,Cost of vegetables,PPP dollar per person per day,0.92,0.86
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7011,Cost of fruits,PPP dollar per person per day,0.87,0.75
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7012,Cost of oils and fats,PPP dollar per person per day,0.1,0.13
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7005,Percentage of the population unable to afford a healthy diet (percent),%,24.2,8.7
Serbia,2017,44.058,37.8,4.5,11.8,17.3,23.9,42.5,12157.0,8829623.0,3890155.3,4939468.0,0.0,Europe,Non-OECD,Upper middle income,272,7006,Number of people unable to afford a healthy diet (million),million No,1.8,0.6
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.46,2.98
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7007,Cost of starchy staples,PPP dollar per person per day,0.35,0.37
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7008,Cost of animal source foods,PPP dollar per person per day,0.67,0.62
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.31,0.33
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7010,Cost of vegetables,PPP dollar per person per day,0.97,0.92
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7011,Cost of fruits,PPP dollar per person per day,0.63,0.64
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7012,Cost of oils and fats,PPP dollar per person per day,0.08,0.09
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7005,Percentage of the population unable to afford a healthy diet (percent),%,19.7,19.3
Slovakia,2017,0.0,23.2,9.4,15.6,19.2,23.0,32.8,30085.0,5447903.0,1.0,5447902.0,0.692296416,Europe,OECD,High income,199,7006,Number of people unable to afford a healthy diet (million),million No,1.1,1.1
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.6,3.02
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7007,Cost of starchy staples,PPP dollar per person per day,0.29,0.31
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7008,Cost of animal source foods,PPP dollar per person per day,0.7,0.74
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.35,0.39
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7010,Cost of vegetables,PPP dollar per person per day,0.72,0.76
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7011,Cost of fruits,PPP dollar per person per day,0.67,0.75
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7012,Cost of oils and fats,PPP dollar per person per day,0.07,0.08
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7005,Percentage of the population unable to afford a healthy diet (percent),%,3.7,1.7
Slovenia,2017,45.727,23.7,9.8,15.0,18.7,23.0,33.5,31200.0,2076395.0,949473.1,1126922.0,1.323820247,Europe,OECD,High income,198,7006,Number of people unable to afford a healthy diet (million),million No,0.1,0.09
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,2.53,2.91
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7007,Cost of starchy staples,PPP dollar per person per day,0.28,0.31
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7008,Cost of animal source foods,PPP dollar per person per day,0.62,0.68
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.21,0.23
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7010,Cost of vegetables,PPP dollar per person per day,0.74,0.79
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7011,Cost of fruits,PPP dollar per person per day,0.8,0.83
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7012,Cost of oils and fats,PPP dollar per person per day,0.05,0.08
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7005,Percentage of the population unable to afford a healthy diet (percent),%,10.9,9.3
Spain,2017,19.92,34.1,6.1,12.4,17.5,23.9,40.2,34229.0,46647424.0,9292166.9,37355257.0,1.039590374,Europe,OECD,High income,203,7006,Number of people unable to afford a healthy diet (million),million No,5.1,4.4
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7004,Cost of a healthy diet (PPP dollar per person per day),PPP dollar per person per day,4.42,5.42
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7007,Cost of starchy staples,PPP dollar per person per day,0.59,0.62
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7008,Cost of animal source foods,PPP dollar per person per day,1.41,1.12
Suriname,2017,33.959,38.1,0.0,0.0,0.0,0.0,0.0,13636.0,570501.0,1.0,1.0,1.323712677,Americas,Non-OECD,Upper middle income,207,7009,"Cost of legumes, nuts and seeds",PPP dollar per person per day,0.78,0.95
