Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.64","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.85","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","1.21","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.42","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.18","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.28","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","74.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","73","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","72.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","72","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","71.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","72.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","29.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","30.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","31","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","32","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","32.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","34.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","804","Ukraine","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","","O","Missing value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.42","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","2.55","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","2.74","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","2.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","3.14","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.39","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.45","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.99","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.27","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.35","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.32","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.48","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.15","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.26","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","2.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","<0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","<0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","2.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","<0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","<0.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","1.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","1.75","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","1.83","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","1.86","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","1.93","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","2.12","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.15","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.16","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.49","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.47","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.23","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.44","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.53","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.58","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.05","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.06","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","3.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","3.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","3.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","2.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","2.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","2.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","2.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","1.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","1.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.25","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2019","2019","PPP dollar per person per day","2.27","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2020","2020","PPP dollar per person per day","2.32","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2021","2021","PPP dollar per person per day","2.43","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2022","2022","PPP dollar per person per day","2.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7007","Cost of starchy staples","2017","2017","PPP dollar per person per day","0.56","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7007","Cost of starchy staples","2021","2021","PPP dollar per person per day","0.59","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.66","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7008","Cost of animal source foods","2021","2021","PPP dollar per person per day","0.93","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7009","Cost of legumes, nuts and seeds","2017","2017","PPP dollar per person per day","0.21","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7009","Cost of legumes, nuts and seeds","2021","2021","PPP dollar per person per day","0.27","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7010","Cost of vegetables","2017","2017","PPP dollar per person per day","0.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7010","Cost of vegetables","2021","2021","PPP dollar per person per day","0.19","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7011","Cost of fruits","2017","2017","PPP dollar per person per day","0.52","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7011","Cost of fruits","2021","2021","PPP dollar per person per day","0.15","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7012","Cost of oils and fats","2017","2017","PPP dollar per person per day","0.15","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7012","Cost of oils and fats","2021","2021","PPP dollar per person per day","0.3","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2017","2017","%","76.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2018","2018","%","76","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2019","2019","%","75.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2020","2020","%","75.6","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2021","2021","%","75.2","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6121","Value","7005","Prevalence of unaffordability (PUA), percent","2022","2022","%","75.5","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2017","2017","million No","43","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2018","2018","million No","44.1","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2019","2019","million No","45","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2020","2020","million No","46.7","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2021","2021","million No","47.8","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6132","Value","7006","Number of people unable to afford a healthy diet (NUA), million","2022","2022","million No","49.4","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2017","2017","PPP dollar per person per day","2.17","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7004","Cost of a healthy diet (CoHD), PPP dollar per person per day","2018","2018","PPP dollar per person per day","2.18","E","Estimated value"
